NAME,SEX,COUNT
A ,M,4
A-JAY ,M,12
A'ISHA ,F,4
A'ISHAH ,F,3
AABAN ,M,9
AABID ,M,4
AADAM ,M,104
AADARSH ,M,6
AADEN ,M,4
AADHYA ,F,30
AADI ,M,11
AADIL ,M,10
AADIT ,M,6
AADITYA ,M,15
AADVIK ,M,14
AADYA ,F,15
AAEESHA ,F,3
AAFIA ,F,6
AAFIYA ,F,6
AAFIYAH ,F,23
AAFREEN ,F,5
AAHAN ,M,9
AAHANA ,F,9
AAHIL ,M,107
AAHNA ,F,3
AAIDAH ,F,4
AAILA ,F,19
AAIMA ,F,16
AAIRA ,F,29
AAIRAH ,F,44
AAISHA ,F,23
AAISHAH ,F,17
AAIZA ,F,20
AAIZAH ,F,7
AAKASH ,M,3
AAKIF ,M,5
AALA ,F,5
AALAYAH ,F,10
AALEYAH ,F,16
AALIA ,F,27
AALIAH ,F,3
AALIMAH ,F,3
AALIYA ,F,35
AALIYAH ,F,434
AALIYAH-GRACE ,F,4
AALIYAH-MAE ,F,3
AALIYAH-ROSE ,F,10
AALIYAN ,M,4
AALYA ,F,3
AAMARI ,M,5
AAMENA ,F,3
AAMENAH ,F,4
AAMILAH ,F,12
AAMINA ,F,44
AAMINAH ,F,119
AAMIR ,M,18
AAMIRA ,F,11
AAMIRAH ,F,10
AAMNA ,F,12
AAMNAH ,F,3
AANA ,F,3
AANAH ,F,3
AANAV ,M,4
AANAYA ,F,4
AANIA ,F,3
AANIYA ,F,6
AANIYAH ,F,4
AANVI ,F,4
AANYA ,F,28
AAQIB ,M,5
AAQIL ,M,3
AARA ,F,11
AARABI ,F,4
AARADHANA ,F,3
AARADHYA ,F,16
AARAF ,M,5
AARAN ,M,21
AARANI ,F,3
AARAV ,M,174
AARAVI ,F,6
AAREN ,M,5
AARI ,M,5
AARIA ,F,20
AARIAH ,F,9
AARIAN ,M,4
AARIANA ,F,3
AARIB ,M,14
AARIBAH ,F,4
AARIF ,M,4
AARIKA ,F,4
AARIN ,M,6
AARIS ,M,3
AARISH ,M,7
AARIV ,M,4
AARIYA ,F,21
AARIYAH ,F,9
AARIYAN ,M,9
AARIZ ,M,77
AARJAN ,M,3
AARNA ,F,17
AARNAV ,M,6
AAROHI ,F,12
AARON ,M,646
AARON-JAMES ,M,9
AARON-JUNIOR ,M,6
AARONAS ,M,3
AARUHI ,F,4
AARUJAN ,M,4
AARUN ,M,3
AARUSH ,M,32
AARUSHA ,F,3
AARUSHI ,F,8
AARUV ,M,4
AARVI ,F,16
AARY ,M,3
AARYA ,F,58
AARYA ,M,3
AARYAN ,M,98
AASHI ,F,6
AASHIR ,M,4
AASHRIYA ,F,3
AASHVI ,F,4
AASIA ,F,5
AASIM ,M,6
AASIYA ,F,10
AASIYAH ,F,45
AASTHA ,F,4
AATHIRAN ,M,4
AATIF ,M,3
AATIKA ,F,5
AATIKAH ,F,4
AAVYA ,F,10
AAYA ,F,4
AAYAH ,F,22
AAYAN ,M,86
AAYANA ,F,4
AAYANSH ,M,9
AAYAT ,F,67
AAYESHA ,F,3
AAYLA ,F,6
AAYRA ,F,7
AAYUSH ,M,10
AAYZA ,F,3
AAZEEN ,F,4
AAZIL ,M,3
ABAAN ,M,7
ABAN ,M,5
ABBAS ,M,56
ABBEY ,F,14
ABBIE ,F,85
ABBIE-ROSE ,F,3
ABBIGAIL ,F,8
ABBY ,F,37
ABD ,M,6
ABDALLAH ,M,21
ABDEL ,M,7
ABDELAZIZ ,M,3
ABDIFATAH ,M,3
ABDIMALIK ,M,7
ABDIRAHIM ,M,4
ABDIRAHMAN ,M,34
ABDOULAYE ,M,5
ABDOULIE ,M,4
ABDOULLAH ,M,3
ABDUL ,M,254
ABDUL-AHAD ,M,12
ABDUL-AZEEM ,M,3
ABDUL-HAADI ,M,4
ABDUL-HADI ,M,16
ABDUL-HAKEEM ,M,6
ABDUL-HAMEED ,M,3
ABDUL-KAREEM ,M,4
ABDUL-LATIF ,M,3
ABDUL-MAJEED ,M,3
ABDUL-MUHAYMIN ,M,3
ABDUL-MUIZZ ,M,3
ABDUL-QADIR ,M,3
ABDUL-RAHEEM ,M,18
ABDUL-RAHMAN ,M,10
ABDUL-REHMAN ,M,6
ABDUL-WAHAB ,M,4
ABDULAHI ,M,4
ABDULAZIZ ,M,16
ABDULHADI ,M,10
ABDULHAMID ,M,5
ABDULKADIR ,M,4
ABDULKARIM ,M,3
ABDULLA ,M,3
ABDULLAAH ,M,5
ABDULLAH ,M,293
ABDULLAHI ,M,40
ABDULMALIK ,M,4
ABDULQADIR ,M,5
ABDULRAHEEM ,M,6
ABDULRAHIM ,M,4
ABDULRAHMAN ,M,43
ABDULSALAM ,M,4
ABDULWAHAB ,M,5
ABDUR ,M,29
ABDUR-RAHEEM ,M,12
ABDUR-RAHMAN ,M,29
ABDUR-REHMAN ,M,4
ABDURAHMAN ,M,17
ABDURRAHEEM ,M,5
ABDURRAHMAAN ,M,3
ABDURRAHMAN ,M,40
ABE ,M,13
ABEEHA ,F,25
ABEER ,F,5
ABEER ,M,4
ABEERA ,F,21
ABEERAH ,F,3
ABEL ,M,276
ABELLA ,F,3
ABENA ,F,5
ABER ,F,4
ABHAY ,M,6
ABHIMANYU ,M,4
ABHINAV ,M,5
ABHIRAM ,M,9
ABI ,F,7
ABID ,M,13
ABIDA ,F,9
ABIEL ,M,6
ABIGAEL ,F,4
ABIGAIL ,F,782
ABIGEL ,F,5
ABIHA ,F,17
ABIR ,M,8
ABIRA ,F,5
ABIRAH ,F,3
ABISHA ,F,8
ABISOLA ,F,6
ABNER ,M,6
ABRAAR ,M,3
ABRAHAM ,M,91
ABRAR ,F,5
ABRAR ,M,12
ABRIANA ,F,3
ABRIANNA ,F,6
ABRIELLE ,F,3
ABRISH ,F,16
ABSALAT ,F,3
ABSALOM ,M,3
ABU ,M,47
ABU-BAKR ,M,18
ABU-HURAIRAH ,M,3
ABUBACARR ,M,6
ABUBAKAR ,M,36
ABUBAKER ,M,4
ABUBAKR ,M,36
ABUZAR ,M,3
ABYAN ,M,7
ACACIA ,F,21
ACE ,M,72
ACER ,M,13
ACHILLE ,M,3
ACHILLES ,M,8
ACHIM ,M,4
ADA ,F,470
ADA-GRACE ,F,4
ADA-LEIGH ,F,3
ADA-LILY ,F,3
ADA-MAE ,F,6
ADA-ROSE ,F,9
ADAEZE ,F,8
ADAH ,F,9
ADALAIDE ,F,3
ADALIA ,F,3
ADALIE ,F,3
ADALINA ,F,4
ADALIND ,F,5
ADALINE ,F,51
ADALYN ,F,33
ADALYNN ,F,20
ADAM ,M,1788
ADAM-JAMES ,M,5
ADAM-JUNIOR ,M,5
ADAMA ,F,6
ADAMA ,M,7
ADAMAS ,M,13
ADAN ,F,6
ADAN ,M,10
ADANNA ,F,13
ADAORA ,F,6
ADAR ,M,7
ADARA ,F,12
ADAS ,M,10
ADAUGO ,F,3
ADDA ,F,3
ADDELYN ,F,5
ADDIE ,F,6
ADDILYN ,F,11
ADDILYNN ,F,5
ADDISON ,F,95
ADDISON ,M,46
ADDISON-JAMES ,M,3
ADDYSON ,F,4
ADE ,M,3
ADEA ,F,4
ADEBAYO ,M,4
ADEDAMOLA ,M,4
ADEDIWURA ,F,3
ADEEB ,M,8
ADEEBA ,F,6
ADEEBAH ,F,3
ADEEL ,M,6
ADEEN ,M,3
ADEENA ,F,10
ADEEP ,M,3
ADEL ,F,10
ADEL ,M,5
ADELA ,F,32
ADELAIDE ,F,79
ADELE ,F,82
ADELEINE ,F,3
ADELIA ,F,9
ADELIE ,F,5
ADELINA ,F,56
ADELINE ,F,124
ADELLA ,F,6
ADELLE ,F,7
ADELYN ,F,32
ADELYNN ,F,8
ADEM ,M,27
ADEMIDE ,F,3
ADEMIDE ,M,6
ADEMOLA ,M,4
ADEN ,F,4
ADEN ,M,32
ADENIKE ,F,3
ADEOLA ,M,3
ADEOLUWA ,M,3
ADERINSOLA ,F,5
ADERYN ,F,4
ADESUWA ,F,5
ADETOKUNBO ,M,3
ADHAM ,M,9
ADHARA ,F,3
ADHIRA ,F,3
ADHRIT ,M,5
ADHRITH ,M,3
ADHVIK ,M,6
ADHYA ,F,5
ADI ,F,4
ADI ,M,7
ADIA ,F,4
ADIAN ,M,3
ADIBA ,F,7
ADIEL ,M,5
ADIL ,M,39
ADILA ,F,3
ADIN ,M,3
ADINA ,F,18
ADIRA ,F,7
