NAME,SEX,COUNT
A ,M,9
A-JAY ,M,9
A'ISHA ,F,9
A'NIYAH ,F,3
AABAN ,M,3
AABID ,M,3
AABIDAH ,F,4
AADAM ,M,145
AADEN ,M,8
AADHAV ,M,4
AADHIRA ,F,4
AADHVIK ,M,3
AADHYA ,F,33
AADI ,M,6
AADIL ,M,14
AADILAH ,F,3
AADIT ,M,3
AADITRI ,F,3
AADITYA ,M,9
AADVIK ,M,9
AADYA ,F,27
AAEESHA ,F,3
AAFIA ,F,6
AAFIYA ,F,15
AAFIYAH ,F,11
AAHAAN ,M,4
AAHAN ,M,9
AAHANA ,F,10
AAHIL ,M,108
AAIDAH ,F,3
AAILA ,F,16
AAIMA ,F,15
AAIRA ,F,28
AAIRAH ,F,40
AAISHA ,F,19
AAISHAH ,F,17
AAIZA ,F,6
AAIZAH ,F,5
AAKIF ,M,3
AAKIFAH ,F,7
AALAA ,F,3
AALAYAH ,F,4
AALEYAH ,F,14
AALIA ,F,21
AALIAH ,F,4
AALIMAH ,F,3
AALIYA ,F,30
AALIYAH ,F,478
AALIYAH-GRACE ,F,3
AALIYAH-MAE ,F,6
AALIYAH-MAI ,F,4
AALIYAH-RAE ,F,4
AALIYAH-ROSE ,F,14
AALIYAN ,M,4
AAMAAL ,F,3
AAMAYA ,F,3
AAMENA ,F,4
AAMILAH ,F,11
AAMINA ,F,51
AAMINAH ,F,95
AAMIR ,M,22
AAMIRA ,F,16
AAMIRAH ,F,3
AAMNA ,F,14
AAMNAH ,F,3
AANA ,F,7
AANAY ,M,3
AANAYA ,F,9
AANIA ,F,3
AANIYA ,F,7
AANIYAH ,F,10
AANYA ,F,32
AAQIB ,M,4
AARA ,F,5
AARADHYA ,F,22
AARAF ,M,3
AARAN ,M,12
AARAV ,M,159
AAREN ,M,6
AARI ,M,8
AARIA ,F,19
AARIAH ,F,4
AARIAN ,M,6
AARIANA ,F,5
AARIB ,M,10
AARIN ,M,6
AARINI ,F,3
AARISH ,M,14
AARIV ,M,4
AARIYA ,F,27
AARIYAN ,M,9
AARIZ ,M,63
AARNA ,F,16
AARNAV ,M,6
AAROHI ,F,16
AARON ,M,704
AARON-JAMES ,M,3
AARONAS ,M,3
AARRON ,M,5
AARUHI ,F,4
AARUN ,M,3
AARUSH ,M,18
AARUSHI ,F,13
AARVI ,F,11
AARY ,M,4
AARYA ,F,69
AARYA ,M,4
AARYAN ,M,100
AASHI ,F,8
AASHIR ,M,3
AASHNA ,F,5
AASHNI ,F,3
AASHVI ,F,12
AASIA ,F,4
AASIM ,M,6
AASIYA ,F,24
AASIYAH ,F,51
AATHAVAN ,M,4
AATHIRAN ,M,5
AAVA ,F,4
AAVYA ,F,14
AAYAAN ,M,9
AAYAH ,F,13
AAYAN ,M,113
AAYANA ,F,4
AAYAT ,F,37
AAYATH ,F,3
AAYDEN ,M,3
AAYLA ,F,10
AAYRA ,F,4
AAYUSH ,M,12
AAYUSHI ,F,3
AAZIL ,M,3
ABAAN ,M,9
ABAN ,M,3
ABAS ,M,4
ABASS ,M,3
ABBAS ,M,42
ABBEY ,F,23
ABBI ,F,7
ABBIE ,F,121
ABBIE-ROSE ,F,3
ABBIGAIL ,F,7
ABBY ,F,53
ABBY-ROSE ,F,3
ABBYGAIL ,F,3
ABD ,M,3
ABDALLA ,M,7
ABDALLAH ,M,16
ABDEL ,M,3
ABDELAZIZ ,M,3
ABDELLAH ,M,3
ABDELRAHMAN ,M,4
ABDILAHI ,M,4
ABDILLAHI ,M,5
ABDIRAHIM ,M,3
ABDIRAHMAN ,M,43
ABDOU ,M,4
ABDOULAYE ,M,3
ABDOULIE ,M,6
ABDRAHMAN ,M,3
ABDU ,M,3
ABDUL ,M,271
ABDUL-AHAD ,M,6
ABDUL-BASIT ,M,5
ABDUL-HAADI ,M,9
ABDUL-HADI ,M,8
ABDUL-HAKEEM ,M,6
ABDUL-KAREEM ,M,6
ABDUL-MALIK ,M,9
ABDUL-RAHEEM ,M,6
ABDUL-RAHMAN ,M,10
ABDUL-REHMAN ,M,5
ABDUL-SAMI ,M,4
ABDUL-WADOOD ,M,3
ABDULAHI ,M,8
ABDULAZIZ ,M,17
ABDULBASIT ,M,3
ABDULHAADI ,M,3
ABDULHADI ,M,7
ABDULHAKIM ,M,5
ABDULHAMID ,M,3
ABDULJABBAR ,M,3
ABDULKADIR ,M,5
ABDULKARIM ,M,3
ABDULLA ,M,6
ABDULLAH ,M,364
ABDULLAHI ,M,37
ABDULMALIK ,M,14
ABDULMUIZZ ,M,3
ABDULQADIR ,M,3
ABDULRAHEEM ,M,8
ABDULRAHIM ,M,3
ABDULRAHMAN ,M,59
ABDULREHMAN ,M,4
ABDULSALAM ,M,3
ABDULWAHAB ,M,9
ABDUR ,M,26
ABDUR-RAHEEM ,M,8
ABDUR-RAHMAN ,M,21
ABDUR-REHMAN ,M,3
ABDURAHMAN ,M,19
ABDURRAHEEM ,M,9
ABDURRAHMAAN ,M,4
ABDURRAHMAN ,M,33
ABDUSSAMAD ,M,4
ABE ,M,12
ABEEDAH ,F,3
ABEEHA ,F,24
ABEER ,F,3
ABEER ,M,7
ABEERA ,F,15
ABEERAH ,F,3
ABEL ,M,247
ABENEZER ,M,4
ABHAY ,M,7
ABHI ,M,4
ABHIJOT ,M,5
ABHIMANYU ,M,5
ABHINAV ,M,9
ABHIRAJ ,M,3
ABHIRAM ,M,8
ABI ,F,12
ABID ,M,17
ABIDA ,F,8
ABIDAH ,F,5
ABIEL ,M,5
ABIGAEL ,F,5
ABIGAIL ,F,1023
ABIGAILE ,F,5
ABIGAYLE ,F,4
ABIGEL ,F,4
ABIHA ,F,16
ABINAYA ,F,3
ABIR ,F,3
ABIR ,M,6
ABIRA ,F,4
ABISHA ,F,9
ABISOLA ,F,3
ABNER ,M,8
ABOUBACAR ,M,4
ABRAHAM ,M,82
ABRAM ,M,9
ABRAR ,F,7
ABRAR ,M,4
ABRIELLA ,F,4
ABRIELLE ,F,4
ABRISH ,F,19
ABU ,M,39
ABU-BAKR ,M,27
ABUBACARR ,M,4
ABUBAKAR ,M,41
ABUBAKER ,M,5
ABUBAKR ,M,36
ABUKAR ,M,4
ABUZAR ,M,4
ABYAN ,M,14
ACACIA ,F,17
ACE ,M,49
ACELYA ,F,3
ACER ,M,16
ACEY ,M,3
ACHILLE ,M,3
ACHILLEAS ,M,3
ACHILLES ,M,6
ADA ,F,341
ADA-GRACE ,F,4
ADA-ROSE ,F,6
ADAEZE ,F,10
ADAH ,F,7
ADAIR ,M,5
ADAL ,M,3
ADALIA ,F,3
ADALIE ,F,3
ADALIND ,F,7
ADALINE ,F,56
ADALYN ,F,24
ADALYNN ,F,14
ADAM ,M,1815
ADAM-JUNIOR ,M,5
ADAMA ,F,4
ADAMA ,M,3
ADAMAS ,M,14
ADAN ,F,12
ADAN ,M,18
ADANNA ,F,9
ADAORA ,F,6
ADARA ,F,5
ADARSH ,M,5
ADAS ,M,5
ADDALYN ,F,3
ADDIE ,F,5
ADDILYN ,F,8
ADDISON ,F,66
ADDISON ,M,48
ADDISYN ,F,3
ADEA ,F,7
ADEDAMOLA ,M,3
ADEDOLAPO ,M,4
ADEEB ,M,10
ADEEBA ,F,7
ADEEL ,M,11
ADEEM ,M,3
ADEENA ,F,15
ADEL ,F,10
ADEL ,M,9
ADELA ,F,29
ADELAIDE ,F,71
ADELE ,F,77
ADELIA ,F,3
ADELIE ,F,4
ADELIN ,M,3
ADELINA ,F,63
ADELINE ,F,73
ADELLE ,F,3
ADELYN ,F,27
ADELYNN ,F,4
ADEM ,M,32
ADEMIDE ,F,3
ADEMIDE ,M,3
ADEN ,F,5
ADEN ,M,42
ADEOLA ,F,9
ADERINSOLA ,F,4
ADERYN ,F,3
ADESUWA ,F,3
ADETAYO ,M,3
ADHAM ,M,3
ADHIRA ,F,5
ADHRIT ,M,4
ADHVIK ,M,7
ADHYA ,F,6
ADI ,M,11
ADIA ,F,3
ADIBAH ,F,3
ADIL ,M,43
ADIN ,M,3
ADINA ,F,29
ADIRA ,F,13
ADISON ,M,5
ADITHI ,F,4
ADITI ,F,11
ADITYA ,M,20
ADIVA ,F,5
ADIYAN ,M,6
ADLER ,M,3
ADLEY ,F,6
ADLEY ,M,3
ADNAAN ,M,6
ADNAN ,M,60
ADOMAS ,M,14
ADONAI ,M,8
ADONAY ,M,6
ADONIA ,F,3
ADONIS ,M,19
ADORA ,F,9
ADRIA ,F,7
ADRIAN ,M,251
ADRIANA ,F,96
ADRIANNA ,F,42
ADRIANO ,M,3
ADRIANS ,M,6
ADRIEL ,F,3
ADRIEL ,M,30
ADRIELLE ,F,7
ADRIEN ,M,7
ADRIENNE ,F,4
ADRIJA ,F,9
ADRIJANA ,F,3
ADRIJUS ,M,8
ADRINA ,F,5
ADVAITH ,M,5
ADVIK ,M,23
ADVIKA ,F,13
ADVIT ,M,3
ADVITA ,F,3
ADWOA ,F,4
ADYAAN ,M,5
ADYAN ,M,60
AEDAN ,M,20
AEDEN ,M,3
AELA ,F,6
AEMILIA ,F,5
AENGUS ,M,3
AERIN ,F,7
AERIS ,F,6
AERON ,M,9
AERYN ,F,11
AESHA ,F,3
AFEEFAH ,F,4
AFFAAN ,M,3
AFFAN ,M,20
AFIA ,F,16
AFIFA ,F,9
AFIFAH ,F,3
AFIYA ,F,7
AFIYAH ,F,25
AFIZAH ,F,6
AFNAAN ,F,4
AFNAN ,F,17
AFNAN ,M,7
AFONSO ,M,17
AFRAA ,F,4
AFRAH ,F,3
AFREEN ,F,17
AFRIN ,F,3
AFSA ,F,18
AFSANA ,F,3
AFSHEEN ,F,8
AGAM ,M,10
AGAMBIR ,M,4
AGAMDEEP ,M,3
AGAMJOT ,F,7
AGAMJOT ,M,12
AGAMVEER ,M,7
AGAPE ,F,3
AGASTHYA ,M,4
AGASTYA ,M,7
AGATA ,F,30
AGATHA ,F,55
AGGELIKI ,F,3
AGNES ,F,133
AGOTA ,F,3
AGRIM ,M,3
AHAAN ,M,10
AHAANA ,F,5
AHAD ,M,23
AHANA ,F,10
AHARON ,M,7
AHDIA ,F,5
AHIL ,M,12
AHLAAM ,F,4
AHLAM ,F,10
AHMAD ,M,193
