"NAME","SEX","COUNT"
"AALIYAH","F","13"
"AARAN","M","3"
"AARAV","M","3"
"AARON","M","320"
"AARYAN","M","3"
"ABBEY","F","26"
"ABBIE","F","145"
"ABBIGAIL","F","4"
"ABBY","F","36"
"ABDIRAHMAN","M","3"
"ABDUL","M","6"
"ABDULLAH","M","6"
"ABDULRAHMAN","M","3"
"ABEL","M","12"
"ABI","F","12"
"ABIGAIL","F","129"
"ABIGALE","F","3"
"ABRAHAM","M","5"
"ADA","F","17"
"ADAH","F","4"
"ADAM","M","518"
"ADAS","M","3"
"ADDISON","F","11"
"ADELA","F","7"
"ADELAIDE","F","3"
"ADELE","F","10"
"ADELINA","F","9"
"ADEN","M","3"
"ADINA","F","3"
"ADITI","F","3"
"ADOMAS","M","3"
"ADRIAN","M","40"
"ADRIANA","F","9"
"ADRIANAS","M","3"
"ADRIANNA","F","8"
"ADRIANS","M","3"
"AEDAN","M","4"
"AELA","F","3"
"AENGUS","M","3"
"AGATA","F","9"
"AGATHA","F","4"
"AGNES","F","5"
"AHMAD","M","8"
"AHMED","M","13"
"AIBHE","F","3"
"AIBHLINN","F","5"
"AIDAN","M","179"
"AIDEEN","F","17"
"AIDEN","M","26"
"AIFRIC","F","8"
"AILBE","M","4"
"AILBHE","F","49"
"AILEEN","F","9"
"AILIS","F","3"
"AILISH","F","11"
"AIMEE","F","76"
"AINE","F","116"
"AISHA","F","26"
"AISLING","F","132"
"AISLINN","F","6"
"AISTE","F","4"
"AIZA","F","5"
"AJ","M","7"
"AJAY","M","3"
"ALAA","F","3"
"ALAINA","F","3"
"ALAN","M","104"
"ALANA","F","30"
"ALANAH","F","4"
"ALANNA","F","39"
"ALANNAH","F","120"
"ALAYNA","F","3"
"ALBA","F","5"
"ALBERT","M","11"
"ALEC","M","5"
"ALEEAH","F","3"
"ALEENA","F","4"
"ALEESHA","F","6"
"ALEIGHA","F","3"
"ALEISHA","F","3"
"ALEJANDRO","M","3"
"ALEKS","M","4"
"ALEKSA","F","4"
"ALEKSANDER","M","26"
"ALEKSANDRA","F","39"
"ALEKSANDRS","M","3"
"ALESHA","F","15"
"ALESSANDRA","F","3"
"ALESSIA","F","9"
"ALESSIO","M","3"
"ALEX","F","24"
"ALEX","M","406"
"ALEXA","F","13"
"ALEXANDER","M","202"
"ALEXANDRA","F","74"
"ALEXANDRE","M","3"
"ALEXANDRU","M","12"
"ALEXEY","M","3"
"ALEXI","F","4"
"ALEXIA","F","10"
"ALEXIS","F","29"
"ALFIE","M","120"
"ALFRED","M","10"
"ALI","F","22"
"ALI","M","13"
"ALIA","F","3"
"ALICE","F","130"
"ALICIA","F","44"
"ALICJA","F","41"
"ALINA","F","5"
"ALISA","F","7"
"ALISE","F","4"
"ALISHA","F","31"
"ALISIA","F","3"
"ALISON","F","43"
"ALISTAIR","M","5"
"ALIX","F","3"
"ALIYA","F","6"
"ALIYAH","F","10"
"ALLAN","M","3"
"ALLIE","F","17"
"ALLY","F","12"
"ALMA","F","5"
"ALVA","F","5"
"ALYSHA","F","4"
"ALYSSA","F","23"
"AMAIA","F","3"
"AMALIA","F","4"
"AMANDA","F","20"
"AMARA","F","5"
"AMAYA","F","5"
"AMBER","F","73"
"AMEERA","F","3"
"AMELIA","F","429"
"AMELIA-MAE","F","3"
"AMELIA-ROSE","F","5"
"AMELIE","F","40"
"AMELIJA","F","6"
"AMIE","F","4"
"AMINA","F","7"
"AMIR","M","4"
"AMIRA","F","10"
"AMIRAH","F","3"
"AMMAR","M","5"
"AMOS","M","3"
"AMY","F","226"
"ANA","F","12"
"ANABEL","F","6"
"ANABELLE","F","7"
"ANAIS","F","4"
"ANASTASIA","F","17"
"ANASTASIJA","F","5"
"ANDI","M","4"
"ANDREA","F","31"
"ANDREI","M","6"
"ANDREJA","F","5"
"ANDRES","M","3"
"ANDREW","M","143"
"ANDY","M","20"
"ANGEL","F","19"
"ANGELA","F","11"
"ANGELINA","F","16"
"ANGELO","M","4"
"ANIELA","F","5"
"ANISH","M","3"
"ANISHA","F","3"
"ANITA","F","7"
"ANN","F","14"
"ANNA","F","352"
"ANNA MAE","F","4"
"ANNA-MAY","F","4"
"ANNA-ROSE","F","3"
"ANNABEL","F","25"
"ANNABELL","F","5"
"ANNABELLE","F","56"
"ANNABETH","F","3"
"ANNALIESE","F","3"
"ANNALISE","F","20"
"ANNAROSE","F","3"
"ANNE","F","13"
"ANNIE","F","59"
"ANNMARIE","F","3"
"ANTHONY","M","100"
"ANTON","M","7"
"ANTONI","M","53"
"ANTONIA","F","15"
"ANTONINA","F","16"
"ANTONIO","M","7"
"ANU","F","3"
"ANYA","F","5"
"AOBHA","F","5"
"AODAN","M","3"
"AODH","M","8"
"AODHAN","M","33"
"AOIBH","F","19"
"AOIBHE","F","67"
"AOIBHEANN","F","85"
"AOIBHIN","F","37"
"AOIBHINN","F","126"
"AOIFE","F","424"
"AOILEANN","F","4"
"AOISE","F","5"
"APRIL","F","31"
"ARABELLA","F","8"
"ARAN","M","10"
