"NAME","SEX","COUNT"
"A","M","5"
"A'ISHA","F","4"
"A'ISHAH","F","4"
"A-JAY","M","5"
"AA'ISHAH","F","3"
"AABAN","M","7"
"AADAM","M","77"
"AADI","M","13"
"AADIL","M","19"
"AADIT","M","4"
"AADITYA","M","5"
"AADYA","F","5"
"AAFIA","F","5"
"AAFIYAH","F","4"
"AAFREEN","F","5"
"AAFRIN","F","3"
"AAHAD","M","3"
"AAHAN","M","4"
"AAHANA","F","4"
"AAHIL","M","22"
"AAILA","F","4"
"AAIMA","F","3"
"AAIRAH","F","3"
"AAISHA","F","40"
"AAISHAH","F","13"
"AAKIFA","F","3"
"AAKIFAH","F","9"
"AALA","F","4"
"AALAYAH","F","5"
"AALEIGHA","F","4"
"AALEYAH","F","6"
"AALIA","F","15"
"AALIAH","F","13"
"AALIMAH","F","5"
"AALIYA","F","26"
"AALIYAH","F","422"
"AALIYAH-LOUISE","F","3"
"AALIYAN","M","3"
"AAMAN","M","3"
"AAMANI","F","6"
"AAMILAH","F","7"
"AAMINA","F","60"
"AAMINAH","F","91"
"AAMIR","M","22"
"AAMIRA","F","5"
"AAMIRAH","F","6"
"AAMNA","F","35"
"AAMNAH","F","8"
"AANCHAL","F","5"
"AANIA","F","4"
"AANIYA","F","3"
"AANYA","F","41"
"AAQIB","M","12"
"AAQIL","M","7"
"AARABI","F","4"
"AARAN","M","18"
"AARAV","M","31"
"AAREN","M","5"
"AAREZ","M","3"
"AARIAN","M","3"
"AARIC","M","3"
"AARIFAH","F","6"
"AARIYA","F","3"
"AARIYAN","M","3"
"AARIZ","M","26"
"AARNA","F","10"
"AARNAV","M","6"
"AARON","M","1362"
"AARRON","M","4"
"AARTI","F","5"
"AARUN","M","3"
"AARUSH","M","27"
"AARUSHI","F","6"
"AARYA","F","12"
"AARYAN","M","64"
"AARZO","F","3"
"AASHI","F","7"
"AASHIKA","F","4"
"AASHIR","M","5"
"AASHNA","F","3"
"AASIA","F","4"
"AASIM","M","4"
"AASIYA","F","9"
"AASIYAH","F","15"
"AASTHA","F","3"
"AATIF","M","8"
"AATIQA","F","5"
"AAYA","F","3"
"AAYAAN","M","3"
"AAYAN","M","105"
"AAYESHA","F","3"
"AAYUSH","M","15"
"AAYUSHI","F","5"
"AAZAN","M","3"
"ABAAS","M","4"
"ABAN","M","4"
"ABASS","M","3"
"ABBAAS","M","3"
"ABBAS","M","43"
"ABBEY","F","105"
"ABBI","F","48"
"ABBIE","F","599"
"ABBIE-GRACE","F","3"
"ABBIE-LEIGH","F","10"
"ABBIE-LOUISE","F","3"
"ABBIE-MAE","F","4"
"ABBIE-MAY","F","3"
"ABBIEGAIL","F","3"
"ABBIGAIL","F","27"
"ABBIGALE","F","3"
"ABBIGAYLE","F","3"
"ABBY","F","129"
"ABBYGAIL","F","4"
"ABD","M","8"
"ABDALLA","M","10"
"ABDALLAH","M","18"
"ABDEL","M","5"
"ABDELLAH","M","6"
"ABDELMALEK","M","3"
"ABDELRAHMAN","M","5"
"ABDI","M","11"
"ABDIFATAH","M","5"
"ABDILLAHI","M","4"
"ABDIMALIK","M","12"
"ABDINASIR","M","9"
"ABDIQANI","M","5"
"ABDIRAHIIM","M","3"
"ABDIRAHIM","M","5"
"ABDIRAHMAN","M","89"
"ABDIRASHID","M","5"
"ABDIRAZAQ","M","3"
"ABDISALAM","M","4"
"ABDISAMAD","M","4"
"ABDOUL","M","3"
"ABDOULIE","M","5"
