"NAME","SEX","COUNT"
"Aaliyah","F","10"
"Aaria","F","3"
"Aaron","M","32"
"Abbie","F","19"
"Abby","F","3"
"Abel","M","12"
"Abigail","F","46"
"Abraham","M","3"
"Ada","F","27"
"Adam","M","85"
"Addison","F","5"
"Addison","M","4"
"Adrian","M","4"
"Adriana","F","3"
"Aedan","M","3"
"Aela","F","4"
"Ahmed","M","3"
"Aibhlinn","F","6"
"Aida","F","6"
"Aidan","M","35"
"Aideen","F","3"
"Aiden","M","8"
"Ailbe","M","3"
"Ailbhe","F","4"
"Aileen","F","3"
"Aimee","F","17"
"Aine","F","28"
"Aisha","F","4"
"Aisling","F","7"
"Aj","M","3"
"Alan","M","7"
"Alana","F","12"
"Alanna","F","8"
"Alannah","F","14"
"Alaya","F","4"
"Albert","M","6"
"Albie","M","3"
"Aleks","M","3"
"Aleksander","M","6"
"Alessia","F","3"
"Alex","F","7"
"Alex","M","51"
"Alexa","F","10"
"Alexander","M","82"
"Alexandra","F","24"
"Alexia","F","3"
"Alexis","F","4"
"Alfie","M","116"
"Alfred","M","6"
"Ali","M","5"
"Alice","F","59"
"Alicia","F","10"
"Alicja","F","4"
"Alina","F","3"
"Alisha","F","5"
"Aliyah","F","5"
"Alyssa","F","7"
"Amaya","F","6"
"Amber","F","36"
"Ameera","F","3"
"Amelia","F","140"
"Amelia-Rose","F","11"
"Amelie","F","7"
"Amelija","F","4"
"Amir","M","4"
"Amira","F","11"
"Amy","F","29"
"Ana","F","12"
"Anais","F","4"
"Anastasia","F","5"
"Andrew","M","17"
"Angela","F","4"
"Angus","M","3"
"Anna","F","128"
"Annabel","F","5"
"Annabelle","F","26"
"Annalise","F","3"
"Annie","F","82"
"Anthony","M","20"
"Antoin","M","3"
"Antoni","M","3"
"Antonia","F","6"
"Antonio","M","3"
"Aodhan","M","46"
"Aoibh","F","6"
"Aoibhe","F","15"
"Aoibheann","F","23"
"Aoibhin","F","7"
"Aoibhinn","F","9"
"Aoife","F","118"
"April","F","10"
"Arabella","F","4"
"Archer","M","6"
"Archie","M","73"
"Ardan","M","3"
"Aria","F","70"
"Ariah","F","7"
"Ariana","F","20"
"Arianna","F","18"
"Arielle","F","3"
"Ariya","F","3"
"Ariyah","F","3"
"Arlo","M","20"
"Aron","M","5"
"Aronas","M","3"
"Arthur","M","90"
"Arya","F","10"
"Aryia","F","3"
"Asher","M","9"
"Athena","F","3"
"Aubree","F","5"
"Aurora","F","10"
"Austin","M","15"
"Autumn","F","12"
"Ava","F","106"
"Ava-Rose","F","5"
"Avaya","F","3"
"Avery","F","7"
"Avery","M","5"
"Axel","M","8"
"Ayda","F","18"
"Ayla","F","14"
"Bailey","M","7"
"Barra","M","12"
"Barry","M","4"
"Beau","M","6"
"Beibhinn","F","4"
"Bella","F","22"
"Belle","F","11"
"Ben","M","49"
"Benjamin","M","44"
"Bennett","M","3"
"Benny","M","3"
"Bentley","M","4"
"Bernard","M","3"
"Beth","F","20"
"Bethany","F","24"
"Betsy","F","3"
"Bianka","F","3"
"Billie","F","3"
"Billy","M","10"
"Blaine","M","3"
"Blaithin","F","7"
"Blake","F","5"
"Blake","M","20"
"Blathnaid","F","6"
"Bobby","M","36"
"Bodhi","M","6"
"Bonnie","F","14"
"Bradan","M","4"
"Bradley","M","7"
"Braiden","M","6"
"Brandon","M","9"
"Brayden","M","9"
"Brendan","M","12"
"Brenna","F","3"
"Bria","F","3"
"Brian","M","6"
"Briana","F","3"
"Brianna","F","7"
"Bridget","F","4"
"Brodie","M","27"
"Brody","M","39"
"Brogan","F","4"
"Brogan","M","10"
"Bronagh","F","5"
"Brooke","F","12"
"Brooklyn","M","4"
"Cadain","M","7"
"Cadan","M","6"
"Caden","M","5"
"Cadhla","F","17"
"Caela","F","4"
"Caelan","M","9"
"Cahan","M","5"
"Cahir","M","20"
"Caiden","M","16"
"Cailin","F","3"
"Cain","M","7"
"Cait","F","5"
"Caitlin","F","30"
"Caitlyn","F","3"
"Calaeb","M","4"
"Caleb","M","78"
"Cali","F","4"
"Callan","M","5"
"Callie","F","14"
"Callum","M","48"
"Cally","F","3"
"Calum","M","7"
"Calvin","M","7"
"Cameron","M","16"
"Canice","M","3"
"Caodhan","M","8"
"Caoimhe","F","51"
"Caoimhin","M","15"
"Caolan","M","31"
"Cara","F","73"
"Caragh","F","17"
"Carla","F","5"
"Carlos","M","3"
"Carly","F","8"
"Carson","M","15"
"Carter","M","50"
"Casey","F","7"
"Casey","M","9"
"Cassie","F","28"
"Cathair","M","6"
"Cathal","M","10"
"Cathaoir","M","6"
"Catherine","F","11"
"Ceala","F","7"
"Charles","M","17"
"Charley","F","7"
"Charlie","F","3"
"Charlie","M","191"
"Charlotte","F","108"
"Chase","M","3"
"Che","M","10"
"Chester","M","4"
"Chloe","F","66"
"Christian","M","7"
"Christina","F","3"
"Christine","F","3"
"Christopher","M","19"
"Cian","M","40"
"Cianan","M","7"
"Ciara","F","13"
"Ciaran","M","17"
