"NAME","SEX","COUNT"
"AARON","F","8"
"AARON","M","550"
"ABBEY","F","7"
"ABBIE","F","57"
"ABBOTT","M","5"
"ABBY","F","52"
"ABDON","M","6"
"ABDUL","M","6"
"ABE","M","55"
"ABEL","M","91"
"ABELARDO","M","25"
"ABELINA","F","6"
"ABELINO","M","5"
"ABIE","M","8"
"ABIGAIL","F","63"
"ABLE","M","6"
"ABNER","M","36"
"ABRAHAM","M","199"
"ABRAM","M","30"
"ABRAN","M","11"
"ABUNDIO","M","5"
"ACE","M","16"
"ACEL","M","5"
"ACEY","M","8"
"ACHILLE","M","8"
"ACIE","M","33"
"ACY","M","5"
"ADA","F","658"
"ADAH","F","18"
"ADALBERTO","M","11"
"ADALINE","F","13"
"ADAM","M","252"
"ADAN","M","43"
"ADD","M","8"
"ADDIE","F","287"
"ADDIS","M","5"
"ADDISON","M","44"
"ADEL","F","9"
"ADELA","F","71"
"ADELAIDA","F","13"
"ADELAIDE","F","113"
"ADELBERT","M","29"
"ADELE","F","366"
"ADELFA","F","7"
"ADELIA","F","35"
"ADELINA","F","53"
"ADELINE","F","174"
"ADELITA","F","12"
"ADELL","F","66"
"ADELL","M","18"
"ADELLA","F","30"
"ADELLE","F","26"
"ADELYN","F","5"
"ADEN","M","8"
"ADENA","F","8"
"ADIN","M","5"
"ADINA","F","7"
"ADINE","F","5"
"ADLEAN","F","5"
"ADLENE","F","5"
"ADLINE","F","12"
"ADMIRAL","M","6"
"ADOLF","M","8"
"ADOLFO","M","75"
"ADOLPH","M","128"
"ADOLPHO","M","5"
"ADOLPHUS","M","36"
"ADONNA","F","6"
"ADORA","F","7"
"ADRA","F","8"
"ADRAIN","M","10"
"ADREA","F","6"
"ADRENE","F","5"
"ADRIA","F","17"
"ADRIAN","F","36"
"ADRIAN","M","222"
"ADRIANA","F","24"
"ADRIANE","F","10"
"ADRIANNA","F","7"
"ADRIANNE","F","61"
"ADRIEN","F","5"
"ADRIEN","M","19"
"ADRIENNE","F","363"
"ADRON","M","9"
"AFTON","F","8"
"AFTON","M","6"
"AGAPITA","F","7"
"AGAPITO","M","19"
"AGATHA","F","60"
"AGGIE","F","21"
"AGNES","F","1054"
"AGNESS","F","9"
"AGRIPINA","F","5"
"AGUSTIN","M","44"
"AGUSTINA","F","6"
"AGUSTUS","M","5"
"AIDA","F","47"
"AIKO","F","7"
"AILEEN","F","209"
"AILENE","F","10"
"AIME","M","7"
"AIMEE","F","18"
"AL","F","7"
"AL","M","201"
"ALAINE","F","9"
"ALAN","F","5"
"ALAN","M","3855"
"ALANA","F","42"
"ALANE","F","5"
"ALANNA","F","6"
"ALAYNE","F","16"
"ALBA","F","11"
"ALBA","M","5"
"ALBAN","M","8"
"ALBERT","F","32"
"ALBERT","M","6306"
"ALBERTA","F","956"
"ALBERTA","M","10"
"ALBERTHA","F","90"
"ALBERTINA","F","9"
"ALBERTINE","F","14"
"ALBERTO","M","147"
"ALBIN","M","60"
"ALBINA","F","24"
"ALBINO","M","17"
"ALBION","M","6"
"ALBIRTHA","F","6"
"ALCIDE","M","12"
"ALDA","F","40"
"ALDEAN","M","5"
"ALDEN","M","126"
"ALDENE","F","10"
"ALDO","M","16"
"ALDON","M","22"
"ALDONIA","F","5"
"ALDORA","F","9"
"ALEAN","F","23"
"ALEASE","F","11"
"ALEATHA","F","10"
"ALEC","M","34"
"ALECIA","F","17"
"ALECK","M","6"
"ALEDA","F","7"
"ALEEN","F","18"
"ALEENE","F","6"
"ALEJANDRA","F","7"
"ALEJANDRO","M","69"
"ALEJO","M","8"
"ALENA","F","11"
"ALENE","F","95"
"ALESSANDRA","F","5"
"ALETA","F","52"
"ALETHA","F","55"
"ALETHEA","F","14"
"ALETHIA","F","20"
"ALETTA","F","9"
"ALEX","F","7"
"ALEX","M","660"
"ALEXA","F","6"
"ALEXANDER","M","924"
"ALEXANDRA","F","124"
"ALEXANDRIA","F","29"
"ALEXIA","F","12"
"ALEXINE","F","5"
"ALEXIS","F","88"
"ALEXIS","M","11"
"ALF","M","7"
"ALFERD","M","21"
"ALFONSA","M","5"
"ALFONSE","M","20"
"ALFONSO","M","269"
"ALFONZA","M","23"
"ALFONZO","M","45"
"ALFORD","M","74"
"ALFRED","F","13"
"ALFRED","M","3447"
"ALFREDA","F","125"
"ALFREDIA","F","11"
"ALFREDO","M","226"
"ALFREIDA","F","9"
"ALFRETTA","F","6"
"ALFRIEDA","F","12"
"ALGENE","M","5"
"ALGER","M","9"
"ALGIE","M","23"
"ALGY","M","5"
"ALI","M","8"
"ALICE","F","7648"
"ALICE","M","32"
"ALICIA","F","394"
"ALICIA","M","5"
"ALIDA","F","23"
"ALIENE","F","6"
"ALINDA","F","9"
"ALINE","F","140"
"ALISIA","F","5"
"ALISON","F","67"
"ALIX","F","24"
"ALLA","F","11"
"ALLAN","M","1640"
"ALLARD","M","6"
"ALLEAN","F","9"
"ALLEEN","F","13"
"ALLEGRA","F","13"
"ALLEN","F","30"
"ALLEN","M","3628"
"ALLENA","F","6"
"ALLENE","F","96"
"ALLIE","F","131"
"ALLIE","M","26"
"ALLIN","M","5"
"ALLINE","F","17"
"ALLISON","F","38"
"ALLISON","M","34"
"ALLON","M","5"
"ALLYN","F","11"
"ALLYN","M","57"
"ALLYNE","F","6"
"ALMA","F","1338"
"ALMA","M","11"
"ALMARIE","F","5"
"ALMEDA","F","41"
"ALMEDIA","F","7"
"ALMER","M","8"
"ALMETA","F","30"
"ALMETTA","F","9"
"ALMIRA","F","11"
"ALMON","M","20"
"ALMOND","M","5"
"ALNETIA","F","5"
"ALOHA","F","16"
"ALOIS","M","26"
"ALOMA","F","103"
"ALONA","F","56"
"ALONSO","M","5"
"ALONZA","M","35"
"ALONZO","M","263"
"ALORA","F","5"
"ALOYS","M","7"
"ALOYSIUS","M","32"
"ALPHA","F","51"
"ALPHA","M","11"
"ALPHEUS","M","8"
"ALPHIA","F","6"
"ALPHONSE","M","92"
"ALPHONSO","M","144"
"ALPHONZA","M","10"
"ALPHONZO","M","16"
"ALSTON","M","7"
"ALTA","F","239"
"ALTAGRACIA","F","5"
"ALTAMEASE","F","5"
"ALTAMESE","F","10"
"ALTHA","F","34"
"ALTHEA","F","115"
"ALTHIA","F","5"
"ALTIE","F","6"
"ALTO","M","8"
"ALTON","F","5"
"ALTON","M","658"
"ALTUS","M","5"
"ALVA","F","97"
"ALVA","M","148"
"ALVAH","M","21"
"ALVAN","M","20"
"ALVARO","M","21"
"ALVEN","M","10"
"ALVENA","F","13"
"ALVENIA","F","6"
"ALVER","M","5"
"ALVERA","F","25"
"ALVERDA","F","14"
"ALVERN","F","5"
"ALVERNA","F","12"
"ALVERTA","F","21"
"ALVESTER","M","8"
"ALVETTA","F","5"
"ALVIA","F","6"
"ALVIE","F","11"
"ALVIE","M","50"
"ALVIN","F","10"
"ALVIN","M","2201"
"ALVINA","F","74"
"ALVINO","M","17"
"ALVIRA","F","6"
"ALVIS","M","70"
"ALVY","M","6"
"ALWIN","M","14"
"ALYCE","F","224"
"ALYCIA","F","8"
"ALYN","M","7"
"ALYNE","F","6"
"ALZADA","F","6"
"AMADA","F","16"
"AMADEO","M","9"
"AMADITA","F","5"
"AMADO","M","30"
"AMADOR","M","41"
"AMALIA","F","55"
"AMANDA","F","284"
"AMANDO","M","16"
"AMARYLLIS","F","6"
"AMATO","M","6"
"AMBER","F","22"
"AMBROCIO","M","7"
"AMBROSE","M","83"
"AMBROSIO","M","10"
"AMEDEO","M","13"
"AMELIA","F","560"
"AMELIE","F","5"
"AMERICA","F","16"
"AMERICO","M","11"
"AMIE","F","25"
"AMINA","F","5"
"AMMA","F","7"
"AMMIE","F","19"
"AMMON","M","11"
"AMON","M","11"
"AMOS","M","280"
"AMPARO","F","25"
"AMY","F","464"
"AMY","M","5"
"ANA","F","108"
"ANABEL","F","6"
"ANALEE","F","5"
"ANAMARIA","F","5"
"ANANIAS","M","5"
"ANASTACIA","F","13"
"ANASTACIO","M","24"
"ANASTASIA","F","48"
"ANASTASIO","M","5"
"ANCEL","M","7"
"ANCIL","M","20"
"ANDA","F","8"
"ANDER","M","7"
"ANDERS","M","10"
"ANDERSON","M","101"
"ANDRA","F","61"
"ANDRE","F","14"
"ANDRE","M","131"
"ANDREA","F","1419"
"ANDREA","M","12"
"ANDREAS","M","5"
"ANDREE","F","30"
"ANDRES","M","109"
"ANDREW","F","16"
"ANDREW","M","3351"
"ANDRIA","F","19"
"ANDY","M","344"
"ANETA","F","17"
"ANETHA","F","6"
"ANETTA","F","10"
"ANETTE","F","7"
"ANGEL","F","39"
"ANGEL","M","117"
"ANGELA","F","933"
"ANGELA","M","8"
"ANGELE","F","9"
"ANGELEAN","F","5"
"ANGELENE","F","11"
"ANGELIA","F","26"
"ANGELICA","F","35"
"ANGELINA","F","264"
"ANGELINE","F","178"
"ANGELITA","F","126"
"ANGELLA","F","5"
"ANGELO","M","366"
"ANGELUS","F","5"
"ANGELYN","F","12"
"ANGHARAD","F","5"
"ANGIE","F","228"
"ANGUS","M","43"
"ANIBAL","M","6"
"ANICE","F","21"
"ANICETO","M","5"
"ANIELLO","M","6"
"ANISE","F","6"
"ANITA","F","2951"
"ANITA","M","9"
"ANITRA","F","6"
"ANN","F","7829"
"ANN","M","23"
"ANNA","F","4232"
"ANNA","M","13"
"ANNABEL","F","22"
"ANNABELL","F","36"
"ANNABELLA","F","8"
"ANNABELLE","F","135"
"ANNALEE","F","35"
"ANNAMAE","F","41"
"ANNAMARIA","F","11"
"ANNAMARIE","F","65"
"ANNAMARY","F","7"
"ANNAMAY","F","13"
"ANNE","F","3534"
"ANNE","M","9"
"ANNELL","F","23"
"ANNELLA","F","16"
"ANNELLE","F","19"
"ANNEMARIE","F","46"
"ANNER","F","8"
"ANNETT","F","9"
"ANNETTA","F","126"
"ANNETTE","F","1916"
"ANNETTE","M","11"
"ANNI","F","5"
"ANNIA","F","6"
"ANNICE","F","32"
"ANNIE","F","4068"
"ANNIE","M","22"
"ANNIS","F","39"
"ANNISE","F","6"
"ANNITA","F","25"
"ANNMARIE","F","133"
"ANONA","F","8"
"ANSEL","M","32"
"ANSELMO","M","22"
"ANSON","M","19"
"ANTHA","F","7"
"ANTHONY","F","22"
"ANTHONY","M","6202"
"ANTIONETTE","F","36"
"ANTOINE","M","19"
"ANTOINETTE","F","799"
"ANTON","M","129"
"ANTONE","M","52"
"ANTONETTE","F","59"
"ANTONIA","F","242"
