"NAME","SEX","COUNT"
"AARON","F","7"
"AARON","M","798"
"ABAGAIL","F","5"
"ABBE","F","10"
"ABBEY","F","7"
"ABBIE","F","68"
"ABBOTT","M","9"
"ABBY","F","68"
"ABBY","M","5"
"ABDUL","M","8"
"ABE","M","46"
"ABEL","M","170"
"ABELARDO","M","26"
"ABELINA","F","9"
"ABELINO","M","9"
"ABIGAIL","F","112"
"ABNER","M","29"
"ABRAHAM","M","300"
"ABRAM","M","37"
"ABRAN","M","11"
"ABRON","M","5"
"ABUNDIO","M","7"
"ACE","M","14"
"ACEY","M","6"
"ACHILLES","M","5"
"ACIE","M","24"
"ACQUANETTA","F","11"
"ADA","F","471"
"ADAH","F","13"
"ADAIR","F","11"
"ADAIR","M","5"
"ADALBERTO","M","8"
"ADALINE","F","6"
"ADAM","M","307"
"ADAMS","M","5"
"ADAN","M","64"
"ADDIE","F","245"
"ADDIE","M","5"
"ADDISON","M","43"
"ADEL","F","10"
"ADELA","F","122"
"ADELAIDA","F","22"
"ADELAIDE","F","64"
"ADELBERT","M","20"
"ADELE","F","433"
"ADELENE","F","7"
"ADELFA","F","7"
"ADELIA","F","35"
"ADELINA","F","60"
"ADELINE","F","112"
"ADELITA","F","33"
"ADELL","F","58"
"ADELL","M","8"
"ADELLA","F","31"
"ADELLE","F","35"
"ADEN","M","7"
"ADIN","M","5"
"ADINA","F","16"
"ADINE","F","7"
"ADLINE","F","9"
"ADOLF","M","9"
"ADOLFO","M","87"
"ADOLPH","M","141"
"ADOLPHUS","M","55"
"ADONICA","F","5"
"ADONIS","M","5"
"ADONNA","F","8"
"ADORA","F","5"
"ADRA","F","6"
"ADRAIN","F","6"
"ADRAIN","M","12"
"ADRIA","F","37"
"ADRIAN","F","102"
"ADRIAN","M","298"
"ADRIANA","F","37"
"ADRIANE","F","35"
"ADRIANNA","F","9"
"ADRIANNE","F","72"
"ADRIEN","F","7"
"ADRIEN","M","18"
"ADRIENNE","F","489"
"ADRON","M","7"
"AFTON","F","7"
"AFTON","M","5"
"AGAPITO","M","8"
"AGATHA","F","66"
"AGGIE","F","13"
"AGNES","F","748"
"AGUSTIN","M","53"
"AGUSTINA","F","9"
"AHMAD","M","5"
"AHMED","M","5"
"AIDA","F","107"
"AILEEN","F","160"
"AILENE","F","13"
"AIMEE","F","49"
"AINSLEY","M","5"
"AISHA","F","6"
"AL","F","6"
"AL","M","216"
"ALA","F","7"
"ALAIN","M","19"
